Indicator,"Opioid-related and other drug poisoning deaths per 100,000 people, by drug type"
Source,"Centers for Disease Control and Prevention, National Center for Health Statistics via CDC WONDER Database.<br />
<br />
Suggested Citation:<br />
<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE].<br />
<div><br />
</div>"
Notes,"Age-adjusted rates of drug-poisoning deaths, including those associated with certain opioids (natural and semi-synthetic opioids [e.g., hydrocodone, oxycodone], synthetic opioids [e.g., fentanyl], and heroin), and other selected drugs. Rates and standard errors obtained from the CDC WONDER Database using ICD-10 underlying cause-of-death codes X40&ndash;X44 (unintentional death), X60&ndash;X64 (suicide), X85 (homicide), and Y10&ndash;Y14 (death of undetermined intent) with multiple cause-of-death codes of T40.2 (other opioids [i.e., natural and semi-synthetic opioids]), T40.4 (other synthetic opioids [i.e., those other than methadone]), T40.1 (heroin), T40.5 (cocaine) and T43.6 (psychostimulants with abuse potential). Excluded opioids include T40.0 (opiuim), T40.3 (methadone), T40.6 (other or unspecified opioids). Deaths from these types of drugs are not mutually exclusive (e.g., an overdose death may involve both heroin and synthetic opioids); because of that, death rates cannot be accurately summed across categories for a total rate. N/A indicates that data are suppressed because the rate is based on 20 or fewer deaths. In some years, deaths related to specific drugs may be under-reported because of an unusually high number of death certificates with a cause listed as "pending" (e.g., Ohio and West Virginia in 2009). More information is available&nbsp;<a href="https://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_03.pdf">here</a>."
Description,"<div><span style="font-size: 18px;">Age-adjusted rates of deaths caused by drug poisoning (i.e., overdose), including those caused by natural and semi-synthetic opioids, synthetic opioids (non-methadone), the illegal opioid heroin, cocaine, and psychostimulants.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Natural and semi-synthetic opioids &ndash; This category includes common prescription painkiller pills (e.g., hydrocodone and oxycodone). It includes deaths from painkillers that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also may include deaths from &ldquo;counterfeit&rdquo; painkiller pills that were illicitly trafficked.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Synthetic opioids &ndash; This category include synthetic opioids (e.g., fentanyl). However, it excludes methadone, a synthetic opioid that is used both as a painkiller and as a U.S. Food and Drug Administration-approved medication for treating opioid use disorder. It includes deaths from synthetic that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also includes deaths from illicitly trafficked synthetic opioids, which may be sold inaccurately (i.e., sold as heroin when it actually is fentanyl) or combined with other drugs (i.e., mixed into heroin or counterfeit painkiller pills to increase their potency).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Heroin &ndash; This category includes only heroin, which has no legal medical use in the United States and is exclusively trafficked illicitly. However, heroin may be mixed with other drugs (e.g., synthetic opioids).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
05,Arkansas,Synthetic opioids,2013,"Rate per 100,000",1.07456,0.38547027371999898
06,California,Synthetic opioids,2013,"Rate per 100,000",0.42275,6.3317347239999905E-2
08,Colorado,Synthetic opioids,2013,"Rate per 100,000",1.19092,0.29006058619999903
09,Connecticut,Synthetic opioids,2013,"Rate per 100,000",1.4041,0.38794027551999899
10,Delaware,Synthetic opioids,2013,"Rate per 100,000",2.51248,1.07424236052
11,Dist. of Columbia,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
12,Florida,Synthetic opioids,2013,"Rate per 100,000",1.02294,0.145284265
13,Georgia,Synthetic opioids,2013,"Rate per 100,000",0.77283,0.171882956559999
15,Hawaii,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
16,Idaho,Synthetic opioids,2013,"Rate per 100,000",N/A,0.45088805104000002
17,Illinois,Synthetic opioids,2013,"Rate per 100,000",0.64526,0.13783241555999901
18,Indiana,Synthetic opioids,2013,"Rate per 100,000",0.49989,0.17176751647999899
19,Iowa,Synthetic opioids,2013,"Rate per 100,000",1.04818,0.37386585264
20,Kansas,Synthetic opioids,2013,"Rate per 100,000",1.29356,0.42441929571999898
21,Kentucky,Synthetic opioids,2013,"Rate per 100,000",1.72801,0.39579515191999998
22,Louisiana,Synthetic opioids,2013,"Rate per 100,000",0.5598,0.22145396923999899
23,Maine,Synthetic opioids,2013,"Rate per 100,000",1.82147,0.76872950083999902
24,Maryland,Synthetic opioids,2013,"Rate per 100,000",1.54417,0.31940464975999899
25,Massachusetts,Synthetic opioids,2013,"Rate per 100,000",1.41639,0.28540083515999898
26,Michigan,Synthetic opioids,2013,"Rate per 100,000",0.8752,0.189023440759999
27,Minnesota,Synthetic opioids,2013,"Rate per 100,000",0.5809,0.20111502375999901
28,Mississippi,Synthetic opioids,2013,"Rate per 100,000",0.86652,0.35272919304
29,Missouri,Synthetic opioids,2013,"Rate per 100,000",1.64262,0.33314983183999902
30,Montana,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
31,Nebraska,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
32,Nevada,Synthetic opioids,2013,"Rate per 100,000",0.87468,0.34272007867999899
33,New Hampshire,Synthetic opioids,2013,"Rate per 100,000",2.35504,0.86461013324000002
34,New Jersey,Synthetic opioids,2013,"Rate per 100,000",0.62069,0.16349544231999899
35,New Mexico,Synthetic opioids,2013,"Rate per 100,000",1.14101,0.48191897880000001
36,New York,Synthetic opioids,2013,"Rate per 100,000",1.05363,0.14491052239999899
37,North Carolina,Synthetic opioids,2013,"Rate per 100,000",1.18358,0.21835074828000001
38,North Dakota,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
39,Ohio,Synthetic opioids,2013,"Rate per 100,000",1.44575,0.22397414312
40,Oklahoma,Synthetic opioids,2013,"Rate per 100,000",2.27603,0.48458429655999902
41,Oregon,Synthetic opioids,2013,"Rate per 100,000",0.64582,0.25175366999999899
42,Pennsylvania,Synthetic opioids,2013,"Rate per 100,000",0.8621,0.16649961859999901
44,Rhode Island,Synthetic opioids,2013,"Rate per 100,000",2.92342,1.03110156296
45,South Carolina,Synthetic opioids,2013,"Rate per 100,000",1.0935,0.30974621860000001
46,South Dakota,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
47,Tennessee,Synthetic opioids,2013,"Rate per 100,000",1.54712,0.30990980019999897
48,Texas,Synthetic opioids,2013,"Rate per 100,000",0.42013,7.8504799240000006E-2
49,Utah,Synthetic opioids,2013,"Rate per 100,000",2.20198,0.57473231899999899
50,Vermont,Synthetic opioids,2013,"Rate per 100,000",N/A,1.41785869428
51,Virginia,Synthetic opioids,2013,"Rate per 100,000",1.50404,0.26707874731999998
53,Washington,Synthetic opioids,2013,"Rate per 100,000",0.79694,0.20749227968
54,West Virginia,Synthetic opioids,2013,"Rate per 100,000",5.57072,1.12256004532
55,Wisconsin,Synthetic opioids,2013,"Rate per 100,000",1.44205,0.3204822558
56,Wyoming,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
US,United States,Synthetic opioids,2013,"Rate per 100,000",0.95713,3.4354562480000003E-2
01,Alabama,Cocaine,2014,"Rate per 100,000",0.83274,0.26623439788818359
02,Alaska,Cocaine,2014,"Rate per 100,000",N/A,N/A
04,Arizona,Cocaine,2014,"Rate per 100,000",0.74893,0.21501073241233826
05,Arkansas,Cocaine,2014,"Rate per 100,000",N/A,N/A
06,California,Cocaine,2014,"Rate per 100,000",0.64532,7.8602932393550873E-2
08,Colorado,Cocaine,2014,"Rate per 100,000",1.34412,0.30550676584243774
09,Connecticut,Cocaine,2014,"Rate per 100,000",3.50226,0.64022135734558105
10,Delaware,Cocaine,2014,"Rate per 100,000",2.12808,0.94192212820053101
11,Dist. of Columbia,Cocaine,2014,"Rate per 100,000",5.31562,1.7894315719604492
12,Florida,Cocaine,2014,"Rate per 100,000",2.16824,0.21328100562095642
13,Georgia,Cocaine,2014,"Rate per 100,000",1.37801,0.23012059926986694
15,Hawaii,Cocaine,2014,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2014,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2014,"Rate per 100,000",2.14951,0.25602072477340698
18,Indiana,Cocaine,2014,"Rate per 100,000",0.75752,0.21608470380306244
19,Iowa,Cocaine,2014,"Rate per 100,000",N/A,N/A
20,Kansas,Cocaine,2014,"Rate per 100,000",N/A,N/A
21,Kentucky,Cocaine,2014,"Rate per 100,000",1.70907,0.40194213390350342
22,Louisiana,Cocaine,2014,"Rate per 100,000",1.47543,0.35488840937614441
23,Maine,Cocaine,2014,"Rate per 100,000",1.91458,0.80259579420089722
24,Maryland,Cocaine,2014,"Rate per 100,000",1.95526,0.35731804370880127
25,Massachusetts,Cocaine,2014,"Rate per 100,000",4.45172,0.51981502771377563
26,Michigan,Cocaine,2014,"Rate per 100,000",2.27307,0.30518755316734314
27,Minnesota,Cocaine,2014,"Rate per 100,000",0.65417,0.21806812286376953
28,Mississippi,Cocaine,2014,"Rate per 100,000",N/A,N/A
29,Missouri,Cocaine,2014,"Rate per 100,000",0.9979,0.2605571448802948
30,Montana,Cocaine,2014,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2014,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2014,"Rate per 100,000",0.79196,0.30954313278198242
33,New Hampshire,Cocaine,2014,"Rate per 100,000",2.73276,0.93403410911560059
34,New Jersey,Cocaine,2014,"Rate per 100,000",2.11196,0.30783846974372864
35,New Mexico,Cocaine,2014,"Rate per 100,000",3.87941,0.89740651845932007
36,New York,Cocaine,2014,"Rate per 100,000",2.4806,0.22044661641120911
37,North Carolina,Cocaine,2014,"Rate per 100,000",2.31237,0.30504494905471802
38,North Dakota,Cocaine,2014,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2014,"Rate per 100,000",4.66827,0.40958583354949951
40,Oklahoma,Cocaine,2014,"Rate per 100,000",N/A,N/A
41,Oregon,Cocaine,2014,"Rate per 100,000",0.53398,0.22293484210968018
42,Pennsylvania,Cocaine,2014,"Rate per 100,000",1.59059,0.2265687882900238
44,Rhode Island,Cocaine,2014,"Rate per 100,000",6.52708,1.6154097318649292
45,South Carolina,Cocaine,2014,"Rate per 100,000",1.84845,0.39162951707839966
46,South Dakota,Cocaine,2014,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2014,"Rate per 100,000",2.10374,0.35972166061401367
48,Texas,Cocaine,2014,"Rate per 100,000",1.53408,0.14989505708217621
49,Utah,Cocaine,2014,"Rate per 100,000",1.35125,0.44198018312454224
50,Vermont,Cocaine,2014,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2014,"Rate per 100,000",1.51656,0.26575040817260742
53,Washington,Cocaine,2014,"Rate per 100,000",1.2495,0.26300981640815735
54,West Virginia,Cocaine,2014,"Rate per 100,000",3.14873,0.84816008806228638
55,Wisconsin,Cocaine,2014,"Rate per 100,000",1.76543,0.35239875316619873
56,Wyoming,Cocaine,2014,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2014,"Rate per 100,000",1.70848,4.6256318688392639E-2
01,Alabama,Heroin,2014,"Rate per 100,000",2.69832,0.48569373692000001
02,Alaska,Heroin,2014,"Rate per 100,000",3.26737,1.3088814928000001
04,Arizona,Heroin,2014,"Rate per 100,000",3.05948,0.43209245464000001
05,Arkansas,Heroin,2014,"Rate per 100,000",N/A,N/A
06,California,Heroin,2014,"Rate per 100,000",1.37888,0.1153108866
08,Colorado,Heroin,2014,"Rate per 100,000",2.91102,0.46268904639999903
09,Connecticut,Heroin,2014,"Rate per 100,000",8.88706,1.0267484813599901
10,Delaware,Heroin,2014,"Rate per 100,000",6.27664,1.7067419182799899
11,Dist. of Columbia,Heroin,2014,"Rate per 100,000",5.4793,1.80553004212
12,Florida,Heroin,2014,"Rate per 100,000",1.91231,0.204605280039999
13,Georgia,Heroin,2014,"Rate per 100,000",1.55307,0.24769392003999899
15,Hawaii,Heroin,2014,"Rate per 100,000",N/A,0.46477725195999903
16,Idaho,Heroin,2014,"Rate per 100,000",N/A,0.41320678840000002
17,Illinois,Heroin,2014,"Rate per 100,000",5.57925,0.41529873951999902
18,Indiana,Heroin,2014,"Rate per 100,000",2.75866,0.415764874559999
19,Iowa,Heroin,2014,"Rate per 100,000",1.31933,0.43225846075999902
20,Kansas,Heroin,2014,"Rate per 100,000",N/A,0.30482647159999998
21,Kentucky,Heroin,2014,"Rate per 100,000",5.46998,0.71837420395999896
22,Louisiana,Heroin,2014,"Rate per 100,000",2.38797,0.46162530148000003
23,Maine,Heroin,2014,"Rate per 100,000",3.08013,0.99449697144000004
24,Maryland,Heroin,2014,"Rate per 100,000",5.17791,0.58213533699999898
25,Massachusetts,Heroin,2014,"Rate per 100,000",7.18016,0.66022035323999895
26,Michigan,Heroin,2014,"Rate per 100,000",5.50236,0.48049176363999901
27,Minnesota,Heroin,2014,"Rate per 100,000",1.87356,0.37235970239999899
28,Mississippi,Heroin,2014,"Rate per 100,000",0.78583,0.32476734303999899
29,Missouri,Heroin,2014,"Rate per 100,000",5.80577,0.63132549227999901
30,Montana,Heroin,2014,"Rate per 100,000",N/A,N/A
31,Nebraska,Heroin,2014,"Rate per 100,000",N/A,N/A
32,Nevada,Heroin,2014,"Rate per 100,000",2.23303,0.55234888380000002
33,New Hampshire,Heroin,2014,"Rate per 100,000",8.11956,1.63804114096
34,New Jersey,Heroin,2014,"Rate per 100,000",4.8362,0.46647092911999899
35,New Mexico,Heroin,2014,"Rate per 100,000",7.16516,1.21640631532
36,New York,Heroin,2014,"Rate per 100,000",4.17054,0.28852240367999898
37,North Carolina,Heroin,2014,"Rate per 100,000",2.8336,0.34341025936000003
38,North Dakota,Heroin,2014,"Rate per 100,000",N/A,N/A
39,Ohio,Heroin,2014,"Rate per 100,000",11.10555,0.63686071848000003
40,Oklahoma,Heroin,2014,"Rate per 100,000",0.70107,0.27380982047999902
41,Oregon,Heroin,2014,"Rate per 100,000",3.16022,0.56366829147999897
42,Pennsylvania,Heroin,2014,"Rate per 100,000",4.2613,0.37794794071999899
44,Rhode Island,Heroin,2014,"Rate per 100,000",6.76871,1.67086556084
45,South Carolina,Heroin,2014,"Rate per 100,000",1.44309,0.35835739968000002
46,South Dakota,Heroin,2014,"Rate per 100,000",N/A,N/A
47,Tennessee,Heroin,2014,"Rate per 100,000",2.32706,0.37981858431999899
48,Texas,Heroin,2014,"Rate per 100,000",1.57891,0.15119649327999901
49,Utah,Heroin,2014,"Rate per 100,000",3.75901,0.71181408199999896
50,Vermont,Heroin,2014,"Rate per 100,000",5.84231,2.0437187755599902
51,Virginia,Heroin,2014,"Rate per 100,000",3.07639,0.38410113335999901
53,Washington,Heroin,2014,"Rate per 100,000",4.10744,0.48058017139999998
54,West Virginia,Heroin,2014,"Rate per 100,000",9.77503,1.52183502044
55,Wisconsin,Heroin,2014,"Rate per 100,000",4.92299,0.59709938624000003
56,Wyoming,Heroin,2014,"Rate per 100,000",N/A,1.02917668812
US,United States,Heroin,2014,"Rate per 100,000",3.40386,6.5692949560000005E-2
01,Alabama,Natural and semi-synthetic opioids,2014,"Rate per 100,000",1.79244,0.37841312712000003
02,Alaska,Natural and semi-synthetic opioids,2014,"Rate per 100,000",5.6327,1.80582063368
04,Arizona,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.2479,0.499536656359999
05,Arkansas,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.30686,0.78608344275999897
06,California,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.55926,0.15723330896000001
08,Colorado,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.62987,0.57229496099999899
09,Connecticut,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.29984,0.69050009140000002
10,Delaware,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.20182,1.3734521287199899
11,Dist. of Columbia,Natural and semi-synthetic opioids,2014,"Rate per 100,000",N/A,1.3596426213999899
12,Florida,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.4731,0.26522807807999998
13,Georgia,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.79145,0.38178533652000002
15,Hawaii,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.35145,0.79744585087999897
16,Idaho,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.70735,0.83227643659999895
17,Illinois,Natural and semi-synthetic opioids,2014,"Rate per 100,000",1.91419,0.24030872823999899
18,Indiana,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.27897,0.37290583484000001
19,Iowa,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.6716,0.5977525092
20,Kansas,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.18593,0.66752840532000002
21,Kentucky,Natural and semi-synthetic opioids,2014,"Rate per 100,000",7.70164,0.83283229455999896
22,Louisiana,Natural and semi-synthetic opioids,2014,"Rate per 100,000",1.98961,0.41397340319999898
23,Maine,Natural and semi-synthetic opioids,2014,"Rate per 100,000",6.12134,1.39385625987999
24,Maryland,Natural and semi-synthetic opioids,2014,"Rate per 100,000",6.24423,0.63332919831999901
25,Massachusetts,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.59707,0.39092084163999902
26,Michigan,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.34542,0.37351800359999898
27,Minnesota,Natural and semi-synthetic opioids,2014,"Rate per 100,000",1.88816,0.37719961860000001
28,Mississippi,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.09735,0.52661447384000004
29,Missouri,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.99071,0.52102864632000001
30,Montana,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.15894,0.93918508936
31,Nebraska,Natural and semi-synthetic opioids,2014,"Rate per 100,000",1.76474,0.64438847871999905
32,Nevada,Natural and semi-synthetic opioids,2014,"Rate per 100,000",7.4345,0.98953307347999997
33,New Hampshire,Natural and semi-synthetic opioids,2014,"Rate per 100,000",5.75883,1.30597962264
34,New Jersey,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.69315,0.34348462371999899
35,New Mexico,Natural and semi-synthetic opioids,2014,"Rate per 100,000",10.93467,1.4749120383199901
36,New York,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.96346,0.24040009363999901
37,North Carolina,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.68359,0.43403784283999902
38,North Dakota,Natural and semi-synthetic opioids,2014,"Rate per 100,000",N/A,1.27125200748
39,Ohio,Natural and semi-synthetic opioids,2014,"Rate per 100,000",5.41088,0.43850686235999897
40,Oklahoma,Natural and semi-synthetic opioids,2014,"Rate per 100,000",9.64605,1.0041895967599901
41,Oregon,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.22788,0.55637144080000001
42,Pennsylvania,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.27678,0.32502267223999898
44,Rhode Island,Natural and semi-synthetic opioids,2014,"Rate per 100,000",6.70984,1.61492497936
45,South Carolina,Natural and semi-synthetic opioids,2014,"Rate per 100,000",6.51415,0.73398063536000002
46,South Dakota,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.44076,1.10337535168
47,Tennessee,Natural and semi-synthetic opioids,2014,"Rate per 100,000",8.55753,0.72465330503999903
48,Texas,Natural and semi-synthetic opioids,2014,"Rate per 100,000",1.72054,0.15731290064
49,Utah,Natural and semi-synthetic opioids,2014,"Rate per 100,000",13.5648,1.4066137195599899
50,Vermont,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.36259,1.5048005153999899
51,Virginia,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.90366,0.43240414168000002
53,Washington,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.82617,0.45108777503999897
54,West Virginia,Natural and semi-synthetic opioids,2014,"Rate per 100,000",20.24647,2.1406603598799898
55,Wisconsin,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.8256,0.58271273339999896
56,Wyoming,Natural and semi-synthetic opioids,2014,"Rate per 100,000",4.63925,1.7551536595599899
US,United States,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.76022,6.8150697440000005E-2
01,Alabama,Psychostimulants,2014,"Rate per 100,000",0.60292,0.22735252976417542
02,Alaska,Psychostimulants,2014,"Rate per 100,000",3.90544,1.4505987167358398
04,Arizona,Psychostimulants,2014,"Rate per 100,000",3.60649,0.47403037548065186
05,Arkansas,Psychostimulants,2014,"Rate per 100,000",2.15694,0.55627334117889404
06,California,Psychostimulants,2014,"Rate per 100,000",2.82894,0.16628168523311615
08,Colorado,Psychostimulants,2014,"Rate per 100,000",2.16127,0.3946911096572876
09,Connecticut,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
10,Delaware,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
12,Florida,Psychostimulants,2014,"Rate per 100,000",0.46214,0.10030717402696609
13,Georgia,Psychostimulants,2014,"Rate per 100,000",1.37657,0.23494827747344971
15,Hawaii,Psychostimulants,2014,"Rate per 100,000",3.99516,1.0677227973937988
16,Idaho,Psychostimulants,2014,"Rate per 100,000",1.86175,0.70219415426254272
17,Illinois,Psychostimulants,2014,"Rate per 100,000",0.35427,0.10404711961746216
18,Indiana,Psychostimulants,2014,"Rate per 100,000",0.60088,0.19419899582862854
19,Iowa,Psychostimulants,2014,"Rate per 100,000",1.37972,0.44728592038154602
20,Kansas,Psychostimulants,2014,"Rate per 100,000",1.28549,0.43275108933448792
21,Kentucky,Psychostimulants,2014,"Rate per 100,000",1.46998,0.37464967370033264
22,Louisiana,Psychostimulants,2014,"Rate per 100,000",0.84235,0.27290427684783936
23,Maine,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
24,Maryland,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
25,Massachusetts,Psychostimulants,2014,"Rate per 100,000",0.70345,0.21420466899871826
26,Michigan,Psychostimulants,2014,"Rate per 100,000",0.59464,0.16100694239139557
27,Minnesota,Psychostimulants,2014,"Rate per 100,000",1.29145,0.31792691349983215
28,Mississippi,Psychostimulants,2014,"Rate per 100,000",0.84299,0.34655997157096863
29,Missouri,Psychostimulants,2014,"Rate per 100,000",1.80366,0.35650745034217834
30,Montana,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
31,Nebraska,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
32,Nevada,Psychostimulants,2014,"Rate per 100,000",4.47702,0.78071397542953491
33,New Hampshire,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
34,New Jersey,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
35,New Mexico,Psychostimulants,2014,"Rate per 100,000",6.34229,1.1367862224578857
36,New York,Psychostimulants,2014,"Rate per 100,000",0.41225,9.006153792142868E-2
37,North Carolina,Psychostimulants,2014,"Rate per 100,000",0.33828,0.11620833724737167
38,North Dakota,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
39,Ohio,Psychostimulants,2014,"Rate per 100,000",0.63796,0.15487740933895111
40,Oklahoma,Psychostimulants,2014,"Rate per 100,000",3.78769,0.64037179946899414
41,Oregon,Psychostimulants,2014,"Rate per 100,000",2.92258,0.54508417844772339
42,Pennsylvania,Psychostimulants,2014,"Rate per 100,000",0.30428,0.10053745657205582
44,Rhode Island,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
45,South Carolina,Psychostimulants,2014,"Rate per 100,000",1.42584,0.34763553738594055
46,South Dakota,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
47,Tennessee,Psychostimulants,2014,"Rate per 100,000",1.23946,0.28485459089279175
48,Texas,Psychostimulants,2014,"Rate per 100,000",1.39983,0.14257557690143585
49,Utah,Psychostimulants,2014,"Rate per 100,000",3.91451,0.75474768877029419
50,Vermont,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2014,"Rate per 100,000",0.55902,0.16771668195724487
53,Washington,Psychostimulants,2014,"Rate per 100,000",3.13027,0.41225674748420715
54,West Virginia,Psychostimulants,2014,"Rate per 100,000",2.17661,0.71199691295623779
55,Wisconsin,Psychostimulants,2014,"Rate per 100,000",0.86223,0.25331899523735046
56,Wyoming,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
US,United States,Psychostimulants,2014,"Rate per 100,000",1.37214,4.1741766035556793E-2
01,Alabama,Synthetic opioids,2014,"Rate per 100,000",0.9819,0.28725597319999902
02,Alaska,Synthetic opioids,2014,"Rate per 100,000",N/A,1.04828626279999
04,Arizona,Synthetic opioids,2014,"Rate per 100,000",0.83788,0.22191408511999899
05,Arkansas,Synthetic opioids,2014,"Rate per 100,000",1.15705,0.40887697200000001
06,California,Synthetic opioids,2014,"Rate per 100,000",0.47033,6.71218307199999E-2
08,Colorado,Synthetic opioids,2014,"Rate per 100,000",1.47343,0.32798894996
09,Connecticut,Synthetic opioids,2014,"Rate per 100,000",2.73203,0.56440358155999903
10,Delaware,Synthetic opioids,2014,"Rate per 100,000",3.03944,1.1312646875599901
11,Dist. of Columbia,Synthetic opioids,2014,"Rate per 100,000",N/A,1.07115349656
12,Florida,Synthetic opioids,2014,"Rate per 100,000",1.7979,0.19454043896000001
13,Georgia,Synthetic opioids,2014,"Rate per 100,000",1.73475,0.25996136796000002
15,Hawaii,Synthetic opioids,2014,"Rate per 100,000",N/A,N/A
16,Idaho,Synthetic opioids,2014,"Rate per 100,000",N/A,0.48196642647999899
17,Illinois,Synthetic opioids,2014,"Rate per 100,000",1.01123,0.17856677804000001
18,Indiana,Synthetic opioids,2014,"Rate per 100,000",1.3481,0.29292834256
19,Iowa,Synthetic opioids,2014,"Rate per 100,000",0.95595,0.35635507544
20,Kansas,Synthetic opioids,2014,"Rate per 100,000",1.38748,0.44461897340000001
21,Kentucky,Synthetic opioids,2014,"Rate per 100,000",4.2518,0.63230634880000003
22,Louisiana,Synthetic opioids,2014,"Rate per 100,000",0.66056,0.24261570507999999
